code,lat,long
AB434,57.6263208392337,-2.10345950089352
AB435,57.6770233261097,-2.0056870486747
AB441,57.6683183197241,-2.49327934961924
AB451,57.6651529487623,-2.52754703658114
AB452,57.6568436170143,-2.67670420898781
AB453,57.6361244330615,-2.46993120169745
AB50,57.2760192742456,-2.31010447140424
AB51,57.6707994386703,-2.96861646842846
AB52,57.6708926447216,-2.90759519057426
AB53,57.5436019140277,-2.96857960222221
AB54,57.3972732144296,-2.93210127749219
AB55,57.441751818513,-2.78529462241503
AB56,57.3461765004855,-2.72476368836373
AB57,57.5054800063212,-2.20057398605941
AB58,57.4482107192636,-2.40753425462766
AB59,57.2695910834732,-2.42014967062782
AB91,57.1416052650976,-2.11531900950888
AB92,57.1416052650976,-2.11531900950888
AB98,56.9108193519396,-2.55405401624946
AL11,51.7448524358511,-0.326340734675035
AL12,51.7402406572949,-0.337823030655423
AL13,51.7521632950269,-0.328895594049266
AL14,51.7569538968444,-0.315519076208649
AL15,51.746923284426,-0.312067910088145
AL100,51.7662388575089,-0.227814015671657
AL108,51.7546992711475,-0.22703425643867
AL109,51.7606235282906,-0.239495918400747
AL21,51.7254092374544,-0.296754027694493
AL22,51.7218726380288,-0.339915546196413
AL23,51.7182166704143,-0.359390409399205
AL34,51.7487898820236,-0.344680081656633
AL35,51.7583110279311,-0.336942225936138
AL36,51.767997589779,-0.340281891840243
AL37,51.792541459153,-0.390437461024816
AL38,51.8221803997016,-0.441312624703706
AL40,51.7475510203388,-0.287707620610546
AL48,51.8110339090359,-0.296966008983654
AL49,51.7679979862523,-0.303151438965241
AL51,51.8064005300086,-0.340177212676873
AL52,51.8111111663934,-0.359965157961276
AL53,51.8255188046406,-0.376361937025185
AL54,51.8222374026347,-0.351841775043731
AL55,51.8190321000252,-0.341947466780001
AL60,51.8306337040357,-0.183809001876638
AL69,51.8315404160837,-0.216616291738927
AL71,51.8064659605868,-0.190408653508932
AL72,51.8000189726494,-0.172407168912856
AL73,51.795241514544,-0.191423597600473
AL74,51.7875858799377,-0.191787828005104
AL86,51.7988299669071,-0.210858871559348
AL87,51.8086715659846,-0.209961472474363
AL95,51.7657137381656,-0.212139523573503
AL96,51.746075024946,-0.16950054563414
AL97,51.732101662014,-0.209802405665912
B11,52.4757609655357,-1.90374343959572
B12,52.4791738784847,-1.91106847842614
B13,52.4815369532524,-1.90937039687449
B100,52.4689118646461,-1.8599062499954
B109,52.4707457661401,-1.84540023083101
B111,52.462011105359,-1.87095197611644
B112,52.4562937281324,-1.84839400305044
B113,52.4492653903471,-1.84984533804832
B114,52.4510294468534,-1.86655496141673
B120,52.4679222428548,-1.88422695407937
B128,52.4560039773551,-1.87772419255393
B129,52.4579846135444,-1.88978646257652
B130,52.4265209583202,-1.87321724945787
B138,52.444368778773,-1.89420460607688
B139,52.4404583962959,-1.87594298476165
B144,52.4129815192155,-1.87282964478635
B145,52.4080756806473,-1.8938796337606
B146,52.4218189056757,-1.90130201305611
B147,52.4317913649543,-1.89379340833659
B151,52.4727688512402,-1.91775027689737
B152,52.4639246486438,-1.92059270574727
B153,52.4680055455878,-1.93440755941686
B160,52.4812154896218,-1.94145575761313
B168,52.4749673846173,-1.92528407129414
B169,52.4750296358297,-1.93993279621714
B170,52.4535967012612,-1.9592094359135
B178,52.4695752762745,-1.97066212468328
B179,52.4608164280014,-1.96149876821011
B184,52.492037586862,-1.93790670372704
B185,52.4947076293177,-1.92264370104765
B186,52.4887229384474,-1.91340559965537
B187,52.4881200384311,-1.9258362108073
B191,52.5019456709114,-1.91142041967826
B192,52.4980291769487,-1.90387171276973
B193,52.4906753122739,-1.90375515411593
B24,52.4786784559364,-1.89864270306052
B25,52.4795156084384,-1.89992176735023
B201,52.5214684680528,-1.93398930948247
B202,52.5137213712903,-1.92272831426276
B203,52.5105721016608,-1.90634925743181
B210,52.5032680732974,-1.94198640945462
B218,52.5112261266387,-1.94619005538576
B219,52.5060857957088,-1.9323179895919
B235,52.5359138798849,-1.85254323962054
B236,52.5254136595088,-1.84545926300593
B237,52.5227751543763,-1.86381782503697
B240,52.5248140369849,-1.81587999962409
B248,52.5130334596878,-1.84461851320219
B249,52.5201969536939,-1.83043050021421
B258,52.4650938982374,-1.82181049619843
B261,52.4608614159384,-1.80579994738006
B262,52.467391864312,-1.79209644694296
B263,52.4559135868501,-1.78315890957414
B276,52.4507795896747,-1.82033789000462
B277,52.4412321843684,-1.82636412501936
B280,52.4211944059609,-1.84664673761547
B288,52.4367609744628,-1.84344492300756
B289,52.4282650412989,-1.83653333151739
B294,52.4297646244291,-1.96056966645631
B295,52.4382799734007,-1.96641677203536
B296,52.4400321091401,-1.94096581294465
B297,52.4408128834972,-1.92291433472942
B31,52.4823608425585,-1.90528991375636
B32,52.4792746739058,-1.90207199644149
B33,52.4798150971066,-1.90332234340634
B301,52.4223939292787,-1.94150394040202
B302,52.4269496572214,-1.92199722566597
B303,52.4144703283545,-1.92028430269923
B311,52.4226763044798,-1.979898311527
B312,52.4122183073193,-1.9681123876631
B313,52.4023806061589,-1.95965323156358
B314,52.3964690199254,-1.97351718227504
B315,52.409336310484,-1.98982717329121
B321,52.458134600964,-1.99982364966364
B322,52.4567037981762,-1.98157540128591
B323,52.4414220879696,-1.99498362019954
B324,52.4329711786873,-2.00925169734804
B330,52.4758503475057,-1.7719600940862
B338,52.4798973254039,-1.80284506084224
B339,52.486071641126,-1.79130164488325
B346,52.4961237270343,-1.79204951056688
B347,52.496171841274,-1.76946891815887
B356,52.522241637543,-1.78819758550343
B357,52.5160957623113,-1.79001018011901
B360,52.5026167784847,-1.75558745967792
B368,52.5038401523065,-1.80992736239319
B369,52.5079377345168,-1.77312026707379
B375,52.4784642175461,-1.74865383119398
B376,52.487758378934,-1.74377054500736
B377,52.4718744246371,-1.73619284556529
B380,52.3969789063287,-1.91217388377457
B388,52.4040007210753,-1.94243948509786
B389,52.3987359688892,-1.93193792269849
B46,52.4817796207844,-1.89820857855706
B47,52.4822325051966,-1.89187585039242
B401,52.4588550371569,-1.72355502367756
B421,52.5313996159096,-1.91556261221921
B422,52.5353668398558,-1.90712224953428
B435,52.5387138411243,-1.93919757726629
B436,52.5466151543042,-1.93769732205527
B437,52.5561008586471,-1.91157721605046
B440,52.5451639151984,-1.87560438617563
B448,52.538580778371,-1.89131024652336
B449,52.5512471686868,-1.8909545766152
B450,52.4042473292251,-2.01524265359363
B458,52.3769634075881,-2.00029356235221
B459,52.3933960259472,-2.01720801522966
B461,52.5100722600747,-1.72028723959375
B462,52.5165838899604,-1.65646687347516
B463,52.4922642168487,-1.7058780853616
B475,52.3934271452658,-1.88055667537593
B476,52.3790001625244,-1.88269625960436
B487,52.3562039918948,-1.95065033995543
B495,52.2160811879826,-1.88492525338439
B496,52.2187512335345,-1.85245225575689
B54,52.4762692630999,-1.89878073005653
B55,52.4782386493406,-1.88936789528263
B56,52.4734417773707,-1.89348731073532
B57,52.4647379377653,-1.90213360810122
B504,52.1702701423975,-1.85581453651293
B64,52.4947097716088,-1.89102049926306
B65,52.5012945857211,-1.88590725520656
B66,52.5062621171914,-1.89133085597313
B67,52.5090996298188,-1.8786527818745
B601,52.3489995524992,-2.03245826289135
B602,52.3292867266186,-2.05047807344095
B603,52.3200860487567,-2.05847789684935
B604,52.29584262814,-2.0691351128983
B610,52.3551764004652,-2.05497122379902
B617,52.3261728260873,-2.0737458580299
B618,52.3392404316811,-2.06551902592694
B619,52.3506056092182,-2.09027349989926
B620,52.4368303200704,-2.04029000829477
B628,52.4618679190093,-2.03900310383016
B629,52.4676611118625,-2.02580443534527
B631,52.4426019149082,-2.07653005184902
B632,52.4602526329994,-2.08478784822724
B633,52.4549224187645,-2.05244710694157
B634,52.4478610304742,-2.06122256626291
B645,52.4763706449882,-2.07286393423498
B646,52.4732555969559,-2.06523285220418
B647,52.4672131888883,-2.06726994014979
B650,52.4775919710909,-2.03719141125447
B658,52.4860084497907,-2.05528221791862
B659,52.4862214769715,-2.03979054780035
B661,52.5013568689699,-1.9812034575425
B662,52.4976747512053,-1.95994961202662
B663,52.4921010865672,-1.96023447680997
B664,52.4832742527947,-1.96432126178208
B675,52.4771193595942,-1.97759175035005
B676,52.4866848646311,-1.97864724287171
B677,52.49441633024,-1.97930634560111
B680,52.4692102428811,-2.00173733640913
B688,52.487477592065,-2.0076877100032
B689,52.4827221276308,-1.99636332184243
B691,52.5005779676566,-2.0410704575503
B692,52.5066396974495,-2.03307612481299
B693,52.5106149707367,-2.02622767020503
B694,52.4978696056845,-2.01187292370681
B74,52.4848227917819,-1.88362311401117
B75,52.4984746809978,-1.87121372043847
B700,52.5323180974537,-2.01822130295543
B706,52.5130352780558,-1.98479391867472
B707,52.5137913409907,-1.99696509474289
B708,52.5179267164579,-2.00144481384749
B709,52.5211534955382,-2.01171722299014
B711,52.5307282775295,-1.99613852962175
B712,52.5403205239106,-2.00053153842239
B713,52.542395351734,-1.97890071014041
B714,52.5210359750638,-1.98247736753266
B721,52.5538899058621,-1.82350163679099
B735,52.5471240927186,-1.83861447639305
B736,52.5586970460815,-1.84768785801984
B742,52.5739138767458,-1.85246029241913
B743,52.583156275628,-1.87686964331523
B744,52.5910551872822,-1.84367889911872
B755,52.5910077302596,-1.81679875009064
B756,52.577398894948,-1.81216276026934
B757,52.5651663463224,-1.80269950564903
B760,52.5450973379697,-1.70559910872567
B768,52.5393674625202,-1.7985540165867
B769,52.5411979312891,-1.75823392953823
B771,52.6096167940347,-1.684389002916
B772,52.6222388476389,-1.67129907789441
B773,52.6331213751638,-1.66982869766786
B774,52.6223677853421,-1.65343889496787
B775,52.6060299245226,-1.66476070108236
B781,52.6126083584707,-1.61940038664192
B782,52.573927190168,-1.69121134728501
B783,52.6191912128851,-1.71279832701895
B790,52.6565005922207,-1.60961732347197
B797,52.6358915194133,-1.70080882761524
B798,52.6440910316271,-1.69760495842244
B799,52.6848233038276,-1.69059314503819
B81,52.4892968889491,-1.85638071568782
B82,52.4933810108278,-1.83113737542066
B83,52.4876333107896,-1.84190981695047
B807,52.2786119513741,-1.8981165115861
B94,52.4715176774128,-1.88365813279872
B95,52.4714762235648,-1.8471495064655
B901,52.3967608382794,-1.84777474646645
B902,52.4060831530507,-1.83408688893943
B903,52.4115940070843,-1.82167302672556
B904,52.3948355976868,-1.8095576976247
B911,52.4158519842843,-1.79726402295589
B912,52.420535670512,-1.77245110475986
B913,52.4077217552221,-1.78035209567826
B920,52.423768402932,-1.72420078778382
B927,52.4388209334514,-1.80220442128595
B928,52.4400828312137,-1.78850301149537
B929,52.43611840749,-1.76934078471985
B930,52.3781983575919,-1.72454326804408
B938,52.3760695087397,-1.75392090727237
B939,52.3896186207617,-1.74588147786308
B945,52.3467147360939,-1.81738306834655
B946,52.3571221925484,-1.76925258857988
B955,52.2974781341746,-1.78187969642628
B956,52.2603158401858,-1.77894112664357
B966,52.2546901191562,-1.96072405156827
B974,52.304076917618,-1.94613231272799
B975,52.2899482198325,-1.9557083449331
B976,52.3114898061705,-1.95844458334122
B980,52.3009898120187,-1.8994291085008
B987,52.2945113692886,-1.92915000486911
B988,52.3100631196145,-1.92692512393045
B989,52.3183172826265,-1.90340962296065
BA11,51.380535829988,-2.35965544145454
BA12,51.3846922254384,-2.36474627898999
BA13,51.3856939411003,-2.38605103815264
BA14,51.3972592599902,-2.39086309818801
BA15,51.3891192295023,-2.3608437451002
BA16,51.3938053899465,-2.35148080047734
BA17,51.4034624476801,-2.3168084288016
BA18,51.4142438183138,-2.34223360128559
BA19,51.4083704543,-2.39695327065063
BA100,51.1130922008102,-2.44753036213917
BA111,51.233765685776,-2.32157037550588
BA112,51.2488064508316,-2.31260599188006
BA113,51.2442558937854,-2.35682865902589
BA114,51.2275674911432,-2.34464121783872
BA115,51.2181740513983,-2.32469753662934
BA120,51.1768482084953,-2.07988748608422
BA126,51.0983223280864,-2.27825738582139
BA127,51.1786764568566,-2.21844228028589
BA128,51.201201558407,-2.192742984382
BA129,51.201123504429,-2.17370669932279
BA133,51.2599340258411,-2.1888041787205
BA134,51.2661108139807,-2.17170167390265
BA140,51.3086750444346,-2.21188657171349
BA146,51.3298913173117,-2.16420397774497
BA147,51.3247823999728,-2.19456720966675
BA148,51.3233935459146,-2.20743397289424
BA149,51.3108733752892,-2.2286825537025
BA151,51.3505190362401,-2.26245202458404
BA152,51.355186554862,-2.2814492377541
BA160,51.1247680261928,-2.73905904695474
BA169,51.1300009470322,-2.76017894991462
BA21,51.3761460781269,-2.3937577561905
BA22,51.3649917206628,-2.3788098310248
BA23,51.3776875924835,-2.37333997937634
BA24,51.3778028334809,-2.356559293231
BA25,51.3622783277218,-2.35518906890309
BA26,51.3845162504241,-2.3426295610639
BA27,51.3415100747608,-2.32648774168086
BA28,51.3214119174894,-2.41244615328894
BA29,51.3725383822043,-2.43498651344358
BA201,50.941195685479,-2.63400786689068
BA202,50.9359718340635,-2.65021749474771
BA213,50.9509477895022,-2.65441258136309
BA214,50.9487804032839,-2.6282603863234
BA215,50.9530919444313,-2.61566221022043
BA227,51.0332147453568,-2.55821037140869
BA228,50.9759422678787,-2.66316769196441
BA229,50.9099928610333,-2.66611274497008
BA31,51.3304861741148,-2.4738008504765
BA32,51.2930470523328,-2.47753117911995
BA33,51.2952093751485,-2.44684724844968
BA34,51.2697574145694,-2.51378439106021
BA35,51.2549372276152,-2.45089868022746
BA36,51.3085680293547,-2.30509311858273
BA44,51.1802895493484,-2.53140136823014
BA45,51.18948894308,-2.54880711896524
BA46,51.1414214163082,-2.51224341529452
BA51,51.2110046417316,-2.68248785267652
BA52,51.2098467264617,-2.65217882014645
BA53,51.2181086281601,-2.62448966832709
BA68,51.1312600735172,-2.68752800979772
BA69,51.1525535689156,-2.72907976610971
BA77,51.0892264961152,-2.51939088978103
BA80,50.9999927137549,-2.41211051478973
BA98,51.0647353920906,-2.42257508977816
BA99,51.053994559957,-2.40340173648164
BB11,53.7446049592298,-2.46648495295262
BB12,53.7355663830123,-2.44670788856938
BB13,53.7500429623467,-2.45474714246268
BB14,53.7678463524016,-2.42086547793405
BB15,53.7568504413891,-2.46784924211908
BB16,53.7539749893868,-2.47678041110011
BB17,53.751385774337,-2.4836663756041
BB18,53.7598773903528,-2.48641842700944
BB19,53.7777742413889,-2.47934163029267
BB101,53.8033059757078,-2.23676821549274
BB102,53.8105721093044,-2.22062054510842
BB103,53.7983961409431,-2.20907899977395
BB104,53.7818632703772,-2.21637223458061
BB111,53.7895641684979,-2.24529711114031
BB112,53.7833733424046,-2.24436554820954
BB113,53.7819009500496,-2.2345532824923
BB114,53.7841362876971,-2.25772558747464
BB115,53.7788570836435,-2.27534164161452
BB120,53.7968458287076,-2.25748477116478
BB126,53.792246696926,-2.28030210575701
BB127,53.7995521799601,-2.32709749474463
BB128,53.7999674679684,-2.30244425036182
BB129,53.8325850746541,-2.27233628272103
BB21,53.7464808577986,-2.49404241028701
BB22,53.7411775764727,-2.49628471732344
BB23,53.7342708790246,-2.47731523738864
BB24,53.7291523232192,-2.49823469893614
BB25,53.7280864364534,-2.526777437582
BB26,53.7493594989622,-2.50637453940554
BB27,53.7658083119298,-2.52092368837289
BB30,53.7099281826379,-2.48025136445685
BB31,53.7002252064322,-2.47467286803533
BB32,53.6869113057796,-2.46148582456716
BB33,53.6968763176795,-2.45044777790954
BB44,53.6917533994257,-2.32883508581835
BB45,53.7074671426755,-2.32464015321137
BB46,53.6966021981155,-2.30342873229016
BB47,53.6968597683677,-2.26700584969252
BB48,53.7177997755108,-2.28741321197122
BB49,53.7061453310725,-2.24997690224812
BB50,53.7486474906674,-2.37781972983711
BB51,53.7539413616357,-2.36920748794527
BB52,53.7414932889863,-2.35113191891732
BB53,53.7410189799926,-2.39382227665455
BB54,53.753733626969,-2.39215169537101
BB55,53.7740904025563,-2.37569648078375
BB56,53.7601812484533,-2.35359347490732
BB67,53.7857737422739,-2.40633799710658
BB68,53.8084881209725,-2.45349675907901
BB69,53.8220997832199,-2.40737317911311
BB71,53.868548444201,-2.38873932692809
BB72,53.8725489132348,-2.39671548115524
BB73,53.9071995197995,-2.45197827592021
BB74,53.9133898764697,-2.33153425999794
BB80,53.8574529213767,-2.16484312391349
BB85,53.9157384245198,-2.20062211957322
BB86,53.9157939854117,-2.16408358764846
BB87,53.8688077175296,-2.15579379410198
BB88,53.8487144113843,-2.15989908898194
BB89,53.8588493862093,-2.17515680989406
BB90,53.8295015667947,-2.21014564746902
BB95,53.8236004857049,-2.232325422894
BB96,53.8543206159848,-2.22316157224749
BB97,53.8377568684022,-2.21775472934885
BB98,53.8438964905073,-2.20711733972825
BB99,53.8362048697272,-2.20593966672416
BD11,53.7944137468387,-1.75226279784941
BD12,53.7953268627168,-1.75930134032004
BD13,53.7976227420404,-1.75679841233459
BD14,53.7977636484196,-1.75099817421626
BD15,53.7947934779316,-1.74901189999313
BD100,53.8319328236088,-1.71715604305984
BD108,53.8311814079352,-1.73446687216901
BD109,53.8327604911199,-1.72523389422263
BD111,53.7526611606239,-1.66248592429949
BD112,53.7492781108484,-1.69120384119616
BD120,53.756280376375,-1.76252741363749
BD127,53.7491631089077,-1.74139826745287
BD128,53.7418796485413,-1.77081093504686
BD129,53.7395825250303,-1.76351593347479
BD131,53.7714033286618,-1.84202040915549
BD132,53.7660375965025,-1.84909469144128
BD133,53.7924620422888,-1.84889377193906
BD134,53.8003726797512,-1.89166527344395
BD135,53.8240132830239,-1.89427809562862
BD146,53.782909247863,-1.81755851409292
BD150,53.8202037183117,-1.86033842238195
BD157,53.8018810170425,-1.82231973337277
BD158,53.8031776869212,-1.83667801275518
BD159,53.811872375317,-1.83257420465222
BD161,53.837502398205,-1.84327656624058
BD162,53.8535162330358,-1.84130140880677
BD163,53.8585486379553,-1.82150237457439
BD164,53.8517677451448,-1.83115357698075
BD175,53.8468575841233,-1.77951027541669
BD176,53.8488926301505,-1.76262734261389
BD177,53.8433763344164,-1.76378318035882
BD181,53.8314555243644,-1.75784858465769
BD182,53.8284392806121,-1.76885037244693
BD183,53.8315914272767,-1.78186945587611
BD184,53.8338549750842,-1.7964294984719
BD193,53.7263154918441,-1.71751607745372
BD194,53.7306570919304,-1.69561463065825
BD195,53.7215353139282,-1.71435052792951
BD196,53.7252915238983,-1.74174162976443
BD21,53.8184874313969,-1.74981222295625
BD22,53.8197887305931,-1.72823510183298
BD23,53.81089174422,-1.72476933081585
BD24,53.8113436984361,-1.73796357390161
BD200,53.9103253836707,-1.93468961336177
BD205,53.8768412996082,-1.87286596630213
BD206,53.8843851321052,-1.93208281524402
BD207,53.8938496716354,-1.98658824967453
BD208,53.9034401656713,-2.00687347654061
BD209,53.9198466442334,-1.96363457510851
BD211,53.8602967678102,-1.91630917935871
BD212,53.8684850637414,-1.91682514225594
BD213,53.8700500503651,-1.9061005025215
BD214,53.8667140818678,-1.89353204754766
BD215,53.8553047928251,-1.91113504931695
BD220,53.8629052707388,-2.00122542250354
BD226,53.8641878698289,-1.92933275520789
BD227,53.8488605528392,-1.94040900859523
BD228,53.8321557048148,-1.9483031776207
BD229,53.8217279108048,-1.94422974231227
BD231,53.961948680259,-2.02145413665821
BD232,53.9563053345316,-2.01543170820248
BD233,53.9636931581542,-2.09409806762373
BD234,54.0118947738454,-2.21797732278741
BD235,54.0897329595702,-2.02895081789722
BD236,53.9915246172917,-1.9668518015768
BD240,54.0856532646128,-2.28764315064112
BD249,54.0705946203416,-2.2661759778846
BD30,53.8016790009459,-1.74089338855315
BD37,53.8014784420975,-1.71581216119438
BD38,53.7953653306837,-1.71908697765901
BD39,53.7942785245386,-1.73523109230009
BD40,53.7734500812994,-1.70311947979696
BD46,53.7643034793267,-1.72326860217747
BD47,53.7821261055363,-1.73904084210001
BD48,53.7863420183723,-1.71935968614825
BD49,53.775076477939,-1.71784154542953
BD50,53.7854128882432,-1.75919107363169
BD57,53.7796549997626,-1.75643176497526
BD58,53.7730665306031,-1.75191801880933
BD59,53.7757520604151,-1.76898788828885
BD61,53.7657490270382,-1.76931580034544
BD62,53.7592544918459,-1.79102619094366
BD63,53.7684282483348,-1.79448522800932
BD71,53.7903974388601,-1.76637261937874
BD72,53.7877547348982,-1.78551171233868
BD73,53.7819640364193,-1.77921280458874
BD74,53.7762121125292,-1.79462934070657
BD80,53.7978265484181,-1.8043920265021
BD87,53.8053054570049,-1.76481694971908
BD88,53.8023083130371,-1.77198507183106
BD89,53.8011555000387,-1.78533713581347
BD94,53.8141002577657,-1.77662931600968
BD95,53.8102239259575,-1.79018083062234
BD96,53.8123807534441,-1.80605568046381
BH11,50.7243025144035,-1.87111331893578
BH12,50.7211648295589,-1.87180187786799
BH13,50.7227525349624,-1.86046434035148
BH14,50.7285836582825,-1.8491124309147
BH104,50.7496436505148,-1.89831588293036
BH105,50.758282700032,-1.89507897966009
BH106,50.7613313820749,-1.88568623756637
BH107,50.768341127021,-1.89039122876448
BH118,50.7560137963655,-1.91369785310934
BH119,50.76640507868,-1.92049922860744
BH121,50.7308968920645,-1.9130637568176
BH122,50.7332110289079,-1.93111164285745
BH123,50.737218255544,-1.94119545085719
BH124,50.7431292850959,-1.93004837075444
BH125,50.744699863771,-1.91207450474589
BH136,50.7179631743568,-1.91007045302636
BH137,50.7050595854122,-1.92404382801666
BH140,50.7272143459734,-1.9519754890636
BH148,50.7173743757332,-1.94733940577454
BH149,50.7234915409657,-1.93384585285162
BH151,50.7152446928574,-1.98302152050653
BH152,50.7223206141864,-1.97553915488506
BH153,50.7322932997028,-1.97471219358831
BH154,50.7177993621217,-2.00996247503121
BH165,50.7348825529914,-2.02753720512191
BH166,50.7432379419133,-2.06816108741838
BH177,50.7444264386741,-1.9877024142291
BH178,50.74597529496,-1.9579376306329
BH179,50.7514190441586,-1.9681388995426
BH188,50.7570247859921,-1.98493469791809
BH189,50.7592738745256,-1.99884214910331
BH191,50.6141432858162,-1.96225231931093
BH192,50.6066890249619,-1.96484433021492
BH193,50.6166493164975,-1.99856215625397
BH25,50.719530802327,-1.88288378326119
BH26,50.7251652087632,-1.87895961068081
BH204,50.6899930605361,-2.11327161867768
BH205,50.6437089916743,-2.12057084710904
BH206,50.6882009478524,-2.21660693342851
BH207,50.7294318962193,-2.15497989723801
BH211,50.7960071765499,-1.98167319109479
BH212,50.8038069376207,-1.95883685519891
BH213,50.7746686207919,-2.01142145629051
BH214,50.8108520217664,-2.02722744831358
BH215,50.8921807514724,-1.97614793602226
BH216,50.8446594829809,-1.88897724833243
BH217,50.8233839109825,-1.93878787290263
BH218,50.8779699569685,-1.9262230168216
BH220,50.8221989716589,-1.88258514131708
BH228,50.7949179931611,-1.88498023520028
BH229,50.8064475844579,-1.89579453752205
BH231,50.7347927990489,-1.77844011561868
BH232,50.7456483051518,-1.7939230373512
BH233,50.7359599932561,-1.75501075041842
BH234,50.7391326842601,-1.73369448227577
BH235,50.7440548205737,-1.70507970929962
BH236,50.7713087254624,-1.82415820048862
BH237,50.7556666895833,-1.76118817635246
BH238,50.7803661272725,-1.73866610239203
BH241,50.8499583243577,-1.78197251910116
BH242,50.8345255530432,-1.8296864653752
BH243,50.8527231238819,-1.77465783092193
BH244,50.8296958376559,-1.7033339994404
BH255,50.760587602369,-1.65421875064165
BH256,50.7517650448202,-1.65700536219848
BH257,50.7417262533664,-1.66527022495586
BH37,50.7356432619339,-1.88051975194823
BH316,50.8752626718864,-1.87311441888463
BH317,50.8805149741132,-1.87378247132144
BH48,50.7182435076524,-1.900876732557
BH49,50.7251209202718,-1.89856717077992
BH51,50.7244829918529,-1.84229706333583
BH52,50.7273149122588,-1.82896974886491
BH63,50.7251628464428,-1.80971010960454
BH64,50.7237985940856,-1.79025038518863
BH65,50.7324636488383,-1.81452652723393
BH76,50.7336176122254,-1.82818166498871
BH77,50.7378313906445,-1.83812853449589
BH80,50.7530703589158,-1.84210195921032
BH88,50.7309459546878,-1.86138937062416
BH89,50.7426428702415,-1.85200104504736
BH91,50.7456332248327,-1.8712391421752
BH92,50.7486725895901,-1.87953698472114
BH93,50.7562552906246,-1.86484475385855
BL00,53.6574119075492,-2.30767123677055
BL09,53.6356845514159,-2.32239453185342
BL11,53.5786162776066,-2.42878453621941
BL12,53.5837285283396,-2.43187241468233
BL13,53.5899070020618,-2.44077317268744
BL14,53.581310639365,-2.44896077083587
BL15,53.5854795637334,-2.47043990909686
BL16,53.5954758333755,-2.45146805607986
BL17,53.6059852911137,-2.44127315056563
BL18,53.5959091412453,-2.43148298194269
BL21,53.5746030137529,-2.41734207646106
BL22,53.5870456404419,-2.41136182466786
BL23,53.6007156033872,-2.39846897139213
BL24,53.6035659407316,-2.3899726053523
BL25,53.5874462582103,-2.37992945500109
BL26,53.5778006150228,-2.38867809566521
BL31,53.5635036839707,-2.37633282229404
BL32,53.5633960162817,-2.41948125235366
BL33,53.5612208309192,-2.44677019449263
BL34,53.5663515266755,-2.46604512068322
BL35,53.5717181172101,-2.44707720968698
BL36,53.5689596727139,-2.43462099541337
BL40,53.5503801774882,-2.42475578931673
BL47,53.5524545524108,-2.40192445679347
BL48,53.5427415680189,-2.38167160743327
BL49,53.5445446600269,-2.4019551099813
BL51,53.5475964549167,-2.47196636451487
BL52,53.5439073802316,-2.52667502241086
BL53,53.5567044602466,-2.52108264922638
BL64,53.5780351332672,-2.50828091179538
BL65,53.5933079534461,-2.56787093018154
